File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF214VDC	bed narrowPeak	peaks	ENCSR129BZE	DNase-seq	UBERON:0000995	uterus	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF759POB, ENCFF967OQF	728199	ENCODE Processing Pipeline	634c149da33b98e86aeb19ba98c14b9c		https://www.encodeproject.org/files/ENCFF214VDC/@@download/ENCFF214VDC.bed.gz	GRCh38				released	s3://encode-public/2019/10/21/b30cce0c-fab0-4639-8d2b-416ab43e1193/ENCFF214VDC.bed.gz				
ENCFF469JHU	bed narrowPeak	peaks	ENCSR391YAV	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA					False	2017-11-01	ENCODE				1							ENCFF332SHA, ENCFF967OQF	2789983	ENCODE Processing Pipeline	343645627cc2d7f823cd6e5b5d5d9053		https://www.encodeproject.org/files/ENCFF469JHU/@@download/ENCFF469JHU.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/956388ca-996b-4e42-9f9b-bf103618dcd3/ENCFF469JHU.bed.gz				
ENCFF862GVN	bed narrowPeak	peaks	ENCSR391YAV	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA					False	2017-11-01	ENCODE				1							ENCFF390DNP, ENCFF754DCA	2782800	ENCODE Processing Pipeline	3cce279bf54b316d2e6ba3fda4f880d5		https://www.encodeproject.org/files/ENCFF862GVN/@@download/ENCFF862GVN.bed.gz	hg19				released	s3://encode-public/2018/05/14/c0acc779-a316-4054-bca1-d30adb8e8b72/ENCFF862GVN.bed.gz				
ENCFF226AUV	bed narrowPeak	peaks	ENCSR391YAV	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA					False	2017-11-01	ENCODE				1							ENCFF332SHA, ENCFF967OQF	2801966	ENCODE Processing Pipeline	23f09be0f6841f539cd8c1bab4c322c3		https://www.encodeproject.org/files/ENCFF226AUV/@@download/ENCFF226AUV.bed.gz	GRCh38				archived	s3://encode-public/2017/09/11/63c0ee14-ff61-4278-8c5d-c72a830f8ff6/ENCFF226AUV.bed.gz				
ENCFF880FFB	bed narrowPeak	peaks	ENCSR391YAV	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA					False	2017-11-01	ENCODE				1							ENCFF390DNP, ENCFF754DCA	2781778	ENCODE Processing Pipeline	8f7968a860163489ac9a707fa0072dea		https://www.encodeproject.org/files/ENCFF880FFB/@@download/ENCFF880FFB.bed.gz	hg19				archived	s3://encode-public/2017/09/18/880b1f52-0d57-4ced-a499-aa0d52db42a2/ENCFF880FFB.bed.gz				
ENCFF450HVI	bed narrowPeak	peaks	ENCSR763AKE	DNase-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF369TKZ, ENCFF967OQF	980951	ENCODE Processing Pipeline	322de1894e5fda40a2fda2bd1399dabc		https://www.encodeproject.org/files/ENCFF450HVI/@@download/ENCFF450HVI.bed.gz	GRCh38				released	s3://encode-public/2019/09/11/7c15993e-cea0-4cf5-8c54-ebc7b84789a3/ENCFF450HVI.bed.gz				
ENCFF016KYY	bed narrowPeak	peaks	ENCSR579KDC	DNase-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF720DOK, ENCFF967OQF	1842802	ENCODE Processing Pipeline	bdfb1c458702733ee2a61696a66b8842		https://www.encodeproject.org/files/ENCFF016KYY/@@download/ENCFF016KYY.bed.gz	GRCh38				released	s3://encode-public/2019/09/13/7999e061-8c4c-44a0-bf35-9690152bd3e7/ENCFF016KYY.bed.gz				
ENCFF916NTG	bed narrowPeak	peaks	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF114DWM, ENCFF967OQF	606943	ENCODE Processing Pipeline	0abc1bb3a423bff5f641df8acbe79ded		https://www.encodeproject.org/files/ENCFF916NTG/@@download/ENCFF916NTG.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/fea60c96-1c5a-4f3c-b18d-835f38094c6d/ENCFF916NTG.bed.gz				
ENCFF056MTI	bed narrowPeak	peaks	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF555RUG	605507	ENCODE Processing Pipeline	d34b793432233d82b83f101633408d2d		https://www.encodeproject.org/files/ENCFF056MTI/@@download/ENCFF056MTI.bed.gz	hg19				released	s3://encode-public/2018/05/14/46f2acdf-afa2-46e9-9bbf-03af83925766/ENCFF056MTI.bed.gz				
ENCFF390RAS	bed narrowPeak	peaks	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF499SFD	540825	ENCODE Processing Pipeline	72f6847a6f05eac1993eb1b30a7a916a		https://www.encodeproject.org/files/ENCFF390RAS/@@download/ENCFF390RAS.bed.gz	hg19				archived	s3://encode-public/2016/10/28/84f4fbaa-fada-4046-8de0-86d620e28657/ENCFF390RAS.bed.gz				
ENCFF936OHE	bed narrowPeak	peaks	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF287DJY, ENCFF992CZQ	544748	ENCODE Processing Pipeline	71236b541da44789b7790edea98dd7ad		https://www.encodeproject.org/files/ENCFF936OHE/@@download/ENCFF936OHE.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/5aac19e5-f9df-49a5-9fa3-e6f7e68fdee7/ENCFF936OHE.bed.gz				
ENCFF597TKH	bed narrowPeak	peaks	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF114DWM, ENCFF967OQF	608064	ENCODE Processing Pipeline	17bcb3fdb006657213980f98a28dd079		https://www.encodeproject.org/files/ENCFF597TKH/@@download/ENCFF597TKH.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/e75a0eb6-2208-4fd0-85c7-44dae3798dc5/ENCFF597TKH.bed.gz				
ENCFF648NLY	bed narrowPeak	peaks	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF555RUG	605391	ENCODE Processing Pipeline	c1f28f1b91ad7a1736d83fb2c69c028c		https://www.encodeproject.org/files/ENCFF648NLY/@@download/ENCFF648NLY.bed.gz	hg19				archived	s3://encode-public/2017/09/19/733db9fb-9eba-49a2-87e1-870b31a97381/ENCFF648NLY.bed.gz				
ENCFF001WPV	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF001DYE	2415268	John Stamatoyannopoulos, UW	00682a250a4f8c41e458d05be891151a		https://www.encodeproject.org/files/ENCFF001WPV/@@download/ENCFF001WPV.bed.gz	hg19				archived	s3://encode-public/2011/01/11/6f05ad53-2433-494d-9055-5da73c98235b/ENCFF001WPV.narrowPeak.gz				
ENCFF001WPW	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF001DYM	2978015	John Stamatoyannopoulos, UW	c91449ab15da66d7dc3ae9861c7916a1		https://www.encodeproject.org/files/ENCFF001WPW/@@download/ENCFF001WPW.bed.gz	hg19				archived	s3://encode-public/2011/01/11/a4ac6211-316a-4891-b397-1d4b8a534061/ENCFF001WPW.narrowPeak.gz				
ENCFF961ZCT	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF955DEC, ENCFF967OQF	1420040	ENCODE Processing Pipeline	f5c342e52b140a3b09359903631bd11f		https://www.encodeproject.org/files/ENCFF961ZCT/@@download/ENCFF961ZCT.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/4ab5ad51-dd6c-46bd-80ab-71d45fb08430/ENCFF961ZCT.bed.gz				
ENCFF229SJW	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF303ZJH, ENCFF967OQF	2146978	ENCODE Processing Pipeline	ee364c920c0f415bed3feb5c21d4a2c1		https://www.encodeproject.org/files/ENCFF229SJW/@@download/ENCFF229SJW.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/aedcc643-a63a-482b-b58d-aedb89e48f60/ENCFF229SJW.bed.gz				
ENCFF846DFL	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF390DNP, ENCFF502OCP	1418085	ENCODE Processing Pipeline	753009502003f51cefdf963b481826e5		https://www.encodeproject.org/files/ENCFF846DFL/@@download/ENCFF846DFL.bed.gz	hg19				released	s3://encode-public/2018/05/14/57b24b59-e7e4-430b-a9ab-c0a83caedb6a/ENCFF846DFL.bed.gz				
ENCFF078RSH	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF179KEO, ENCFF390DNP	2139721	ENCODE Processing Pipeline	9648a113834061d587d349c39e455bc2		https://www.encodeproject.org/files/ENCFF078RSH/@@download/ENCFF078RSH.bed.gz	hg19				released	s3://encode-public/2018/05/14/35795f54-2792-475c-8044-3f15610f6a02/ENCFF078RSH.bed.gz				
ENCFF639JZO	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF163ZHO, ENCFF268TJY	1360739	ENCODE Processing Pipeline	ea44f695551a34a373cdd5f8f87a75cf		https://www.encodeproject.org/files/ENCFF639JZO/@@download/ENCFF639JZO.bed.gz	hg19				archived	s3://encode-public/2016/10/15/d10b0805-7bb6-4e5a-85f1-c14f887967cb/ENCFF639JZO.bed.gz				
ENCFF859MCH	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF163ZHO, ENCFF432OZA	2063372	ENCODE Processing Pipeline	adc3fc4014c53df995a25b872131934e		https://www.encodeproject.org/files/ENCFF859MCH/@@download/ENCFF859MCH.bed.gz	hg19				archived	s3://encode-public/2016/10/15/6fa75347-b24d-43c0-adda-c31043acd321/ENCFF859MCH.bed.gz				
ENCFF514TNF	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF100MIL, ENCFF992CZQ	1365762	ENCODE Processing Pipeline	6b345c7341a6356d8d208d103cc8226a		https://www.encodeproject.org/files/ENCFF514TNF/@@download/ENCFF514TNF.bed.gz	GRCh38				archived	s3://encode-public/2016/10/25/fbb23aa2-9aa0-479e-acd9-eed3c87a0ab0/ENCFF514TNF.bed.gz				
ENCFF733EZV	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF551UWP, ENCFF992CZQ	2075319	ENCODE Processing Pipeline	c6c57d5953c0519caa8b358c6db09d74		https://www.encodeproject.org/files/ENCFF733EZV/@@download/ENCFF733EZV.bed.gz	GRCh38				archived	s3://encode-public/2016/10/25/e7837d60-0d5f-4ec1-a14e-f8504f984a39/ENCFF733EZV.bed.gz				
ENCFF534NFH	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF955DEC, ENCFF967OQF	1422183	ENCODE Processing Pipeline	9420e8b7ab30caa17238708060b1a698		https://www.encodeproject.org/files/ENCFF534NFH/@@download/ENCFF534NFH.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/6a8cbcb3-1b35-4aa3-98f1-791202d38d7a/ENCFF534NFH.bed.gz				
ENCFF272AWC	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF303ZJH, ENCFF967OQF	2150747	ENCODE Processing Pipeline	f81591d768b8503d43ef6faf2c3d62a7		https://www.encodeproject.org/files/ENCFF272AWC/@@download/ENCFF272AWC.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/fc8a6ee9-333d-453f-9482-b69ec1cd2c32/ENCFF272AWC.bed.gz				
ENCFF885JVO	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF390DNP, ENCFF502OCP	1418025	ENCODE Processing Pipeline	f65a61e272c503ab248ebb7e8199d599		https://www.encodeproject.org/files/ENCFF885JVO/@@download/ENCFF885JVO.bed.gz	hg19				archived	s3://encode-public/2017/09/06/531f1474-335d-4be2-bdf3-21418af91636/ENCFF885JVO.bed.gz				
ENCFF673SED	bed narrowPeak	peaks	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF179KEO, ENCFF390DNP	2139788	ENCODE Processing Pipeline	2fe0276b1efdf70ddfc81fdff2c35719		https://www.encodeproject.org/files/ENCFF673SED/@@download/ENCFF673SED.bed.gz	hg19				archived	s3://encode-public/2017/09/06/bf06a7ef-4da8-4d82-88dc-46ce48d7d8de/ENCFF673SED.bed.gz				
ENCFF089OHV	bed narrowPeak	peaks	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF452SDF, ENCFF967OQF	597000	ENCODE Processing Pipeline	f5c4646b1a0ea2e6201164712201369e		https://www.encodeproject.org/files/ENCFF089OHV/@@download/ENCFF089OHV.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/c703fd12-761b-4c2b-89f5-d22cfa8d94ef/ENCFF089OHV.bed.gz				
ENCFF794IVB	bed narrowPeak	peaks	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF061BJE, ENCFF390DNP	597270	ENCODE Processing Pipeline	0d2cdf48522ce0140ff5793f48186ae0		https://www.encodeproject.org/files/ENCFF794IVB/@@download/ENCFF794IVB.bed.gz	hg19				released	s3://encode-public/2018/05/14/599bec71-f433-414a-bd1e-9308e2f89526/ENCFF794IVB.bed.gz				
ENCFF483JXP	bed narrowPeak	peaks	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF409NQW, ENCFF992CZQ	578037	ENCODE Processing Pipeline	d1ce2afaea75f869f835a4af4fbd2ee2		https://www.encodeproject.org/files/ENCFF483JXP/@@download/ENCFF483JXP.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/e870aef7-b925-4c61-821f-f2c534e3bc1e/ENCFF483JXP.bed.gz				
ENCFF539JKS	bed narrowPeak	peaks	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF577WKX	577179	ENCODE Processing Pipeline	9326fb080283fe3873c7362fdc18027c		https://www.encodeproject.org/files/ENCFF539JKS/@@download/ENCFF539JKS.bed.gz	hg19				archived	s3://encode-public/2016/11/03/ba98eeb9-61a3-4abf-8570-97070965ee23/ENCFF539JKS.bed.gz				
ENCFF528QQS	bed narrowPeak	peaks	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF452SDF, ENCFF967OQF	598099	ENCODE Processing Pipeline	9899d0ea1912c6d5fd21518594925866		https://www.encodeproject.org/files/ENCFF528QQS/@@download/ENCFF528QQS.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/eb918554-8815-4440-bf43-5bc1c98e1ef5/ENCFF528QQS.bed.gz				
ENCFF203JLT	bed narrowPeak	peaks	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF061BJE, ENCFF390DNP	597101	ENCODE Processing Pipeline	c597c06f663db454636f03a9f1fbbd34		https://www.encodeproject.org/files/ENCFF203JLT/@@download/ENCFF203JLT.bed.gz	hg19				archived	s3://encode-public/2017/09/19/c286144f-340c-4cdb-b78f-6d5336478c49/ENCFF203JLT.bed.gz				
ENCFF779JWO	bed narrowPeak	peaks	ENCSR128GBN	DNase-seq	UBERON:0002106	spleen	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF926QAF, ENCFF967OQF	448529	ENCODE Processing Pipeline	0bb6b733528a6e426b43ddb1787d7fab		https://www.encodeproject.org/files/ENCFF779JWO/@@download/ENCFF779JWO.bed.gz	GRCh38				released	s3://encode-public/2019/10/02/c6ad357d-99c4-4725-9d6e-cbfabbd21385/ENCFF779JWO.bed.gz				
ENCFF001SRE	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BJE, ENCFF001DGU, ENCFF001DGX	1638425	John Stamatoyannopoulos, UW	77fbd7c9c2a0cfc35fd6c84464a97dec		https://www.encodeproject.org/files/ENCFF001SRE/@@download/ENCFF001SRE.bed.gz	hg19				archived	s3://encode-public/2012/09/01/156dfdd9-834d-4804-8cb8-6e347dad02bc/ENCFF001SRE.narrowPeak.gz				
ENCFF001WAI	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BJE	2425916	John Stamatoyannopoulos, UW	1908aa8a1f96ac2b0aac6bfe955074f4		https://www.encodeproject.org/files/ENCFF001WAI/@@download/ENCFF001WAI.bed.gz	hg19				archived	s3://encode-public/2012/07/12/1a148653-dd85-4385-ad05-ab9c19df5be5/ENCFF001WAI.narrowPeak.gz				
ENCFF001WKK	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DGX	1894170	John Stamatoyannopoulos, UW	c2b7bde8c837d207a1ddaf288b4b52a0		https://www.encodeproject.org/files/ENCFF001WKK/@@download/ENCFF001WKK.bed.gz	hg19				archived	s3://encode-public/2011/01/11/1c439d21-7e0f-44f1-8183-b1dd1087a830/ENCFF001WKK.narrowPeak.gz				
ENCFF001WKJ	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DGU	2006271	John Stamatoyannopoulos, UW	1c31d2c22e3a19255fe764f9548ab018		https://www.encodeproject.org/files/ENCFF001WKJ/@@download/ENCFF001WKJ.bed.gz	hg19				archived	s3://encode-public/2011/01/11/f8864353-9bc3-4653-9da7-b7ebfef2e49b/ENCFF001WKJ.narrowPeak.gz				
ENCFF863RNS	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF967OQF, ENCFF992SEG	2625824	ENCODE Processing Pipeline	2adffd07387539f934729a515f67c93c		https://www.encodeproject.org/files/ENCFF863RNS/@@download/ENCFF863RNS.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/80b4aab7-a13a-4234-8297-2c103ebef393/ENCFF863RNS.bed.gz				
ENCFF212KZW	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF726WDV, ENCFF967OQF	1301172	ENCODE Processing Pipeline	15525d54f403281854d99fa4a34835bb		https://www.encodeproject.org/files/ENCFF212KZW/@@download/ENCFF212KZW.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/f3ac64fb-1ddb-425e-bec0-572acf46382d/ENCFF212KZW.bed.gz				
ENCFF614FYH	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF492NVD	2619286	ENCODE Processing Pipeline	79b98834dffafcf2a6f7e53e7ac240e5		https://www.encodeproject.org/files/ENCFF614FYH/@@download/ENCFF614FYH.bed.gz	hg19				released	s3://encode-public/2018/05/07/0b234b86-4c85-4f1a-a12f-292c5442d705/ENCFF614FYH.bed.gz				
ENCFF780DOD	bed narrowPeak	peaks	ENCSR000ENZ	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF640OIB	1296932	ENCODE Processing Pipeline	62275bafd77a0bb23371e69f26bb7590		https://www.encodeproject.org/files/ENCFF780DOD/@@download/ENCFF780DOD.bed.gz	hg19				released	s3://encode-public/2018/05/07/9065c69c-2b07-4cbc-96ff-f5d207bd4255/ENCFF780DOD.bed.gz				
ENCFF194RWJ	bed narrowPeak	peaks	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF383HBG, ENCFF967OQF	3402353	ENCODE Processing Pipeline	ff1292d9b46eb4f152a653c29f79f415		https://www.encodeproject.org/files/ENCFF194RWJ/@@download/ENCFF194RWJ.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/936f8275-cd27-4409-b028-6924042aab0f/ENCFF194RWJ.bed.gz				
ENCFF276FKY	bed narrowPeak	peaks	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF583XPL	3390909	ENCODE Processing Pipeline	fbaa938e25380a32bc5474f8428193bf		https://www.encodeproject.org/files/ENCFF276FKY/@@download/ENCFF276FKY.bed.gz	hg19				released	s3://encode-public/2018/05/14/2df6c07c-fbff-4b39-a52f-f7559507a6f6/ENCFF276FKY.bed.gz				
ENCFF807DWK	bed narrowPeak	peaks	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF887GRU	2481895	ENCODE Processing Pipeline	91decb2e08e3752689c236ff1a6d94cd		https://www.encodeproject.org/files/ENCFF807DWK/@@download/ENCFF807DWK.bed.gz	hg19				archived	s3://encode-public/2016/11/17/cfc1390b-8f12-47ef-a534-41da644afd6b/ENCFF807DWK.bed.gz				
ENCFF316VYS	bed narrowPeak	peaks	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF180CHV, ENCFF992CZQ	3358682	ENCODE Processing Pipeline	918398eec11028ecc1ae70b8bc6c2579		https://www.encodeproject.org/files/ENCFF316VYS/@@download/ENCFF316VYS.bed.gz	GRCh38				archived	s3://encode-public/2016/11/17/5e540096-496c-425d-b57e-90691ee01421/ENCFF316VYS.bed.gz				
ENCFF305IAL	bed narrowPeak	peaks	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF383HBG, ENCFF967OQF	3410081	ENCODE Processing Pipeline	fc47fc03de4c000b696f8d430eeb1e7d		https://www.encodeproject.org/files/ENCFF305IAL/@@download/ENCFF305IAL.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/68238889-2e2e-4f77-ab3e-0226268e2b82/ENCFF305IAL.bed.gz				
ENCFF054IJX	bed narrowPeak	peaks	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF583XPL	3390446	ENCODE Processing Pipeline	38839512604cf1b977336590dde08541		https://www.encodeproject.org/files/ENCFF054IJX/@@download/ENCFF054IJX.bed.gz	hg19				archived	s3://encode-public/2017/09/20/152b6ebb-25d7-491b-b9b5-db3f4f8f8ac5/ENCFF054IJX.bed.gz				
ENCFF350XGZ	bed narrowPeak	peaks	ENCSR458AOS	DNase-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF967OQF, ENCFF994CAF	1308287	ENCODE Processing Pipeline	eddcd9cc59531194a7cacbbd3d074b6b		https://www.encodeproject.org/files/ENCFF350XGZ/@@download/ENCFF350XGZ.bed.gz	GRCh38				released	s3://encode-public/2019/09/13/980fe4ab-fb6a-4cad-8efe-15cca00db7c4/ENCFF350XGZ.bed.gz				
